LP,Imię,Nazwisko,Nazwisko Imię,ImieBP,NazwBP,Przełożony,Login,Mail,EmployeeID,Biuro,Wydział,Stanowisko,Firma,Telefon,Miasto,Kraj,Ulica,Budynek,Pomieszenie,Kod,N,E,Obszar,Grupa 1,Grupa2,Grupa3
126,Dobromił,Pietrzak,Pietrzak Dobromił,Dobromil,Pietrzak,Norbert.Grybos,Dobromil.Pietrzak,Dobromil.Pietrzak@szybkiprzejazd.pl,80000018,Biuro Logistyki,Wydział Dystrybucji,Kierowca,Szybki przejazd sp. z o.o.,782-677-415,Opole,Polska,Krakowska,24,14,45-075,50.665959671476394,17.92349110041183,Południe,grp_Dystrybucja,,grp_SzybkiPrzejazd
127,Przemysław,Kołodziej,Kołodziej Przemysław,Przemyslaw,Kolodziej,Norbert.Grybos,Przemyslaw.Kolodziej,Przemyslaw.Kolodziej@szybkiprzejazd.pl,80000019,Biuro Logistyki,Wydział Dystrybucji,Specjalista,Szybki przejazd sp. z o.o.,743-663-666,Opole,Polska,Krakowska,24,14,45-075,50.665959671476394,17.92349110041183,Południe,grp_Dystrybucja,,grp_SzybkiPrzejazd
128,Patryk,Kwiatkowski,Kwiatkowski Patryk,Patryk,Kwiatkowski,Adrianna.Wojtunik,Patryk.Kwiatkowski,Patryk.Kwiatkowski@szybkiprzejazd.pl,80000020,Biuro Sprzedaży,Wydział Obsługi Klienta,Specjalista,Szybki przejazd sp. z o.o.,723-841-307,Gorzów Wielkopolski,Polska,Warszawska,48,105,66-400,52.73313485349412,15.252357161621724,Zachód,grp_ObsługaKlienta,,grp_SzybkiPrzejazd
129,Mirosław,Witkowski,Witkowski Mirosław,Miroslaw,Witkowski,Adrianna.Wojtunik,Miroslaw.Witkowski,Miroslaw.Witkowski@szybkiprzejazd.pl,80000021,Biuro Sprzedaży,Wydział Obsługi Klienta,Kierowca,Szybki przejazd sp. z o.o.,716-880-948,Gorzów Wielkopolski,Polska,Warszawska,48,105,66-400,52.73313485349412,15.252357161621724,Zachód,grp_ObsługaKlienta,,grp_SzybkiPrzejazd
130,Fryderyk,Zalewski,Zalewski Fryderyk,Fryderyk,Zalewski,Adrianna.Wojtunik,Fryderyk.Zalewski,Fryderyk.Zalewski@szybkiprzejazd.pl,80000022,Biuro Sprzedaży,Wydział Obsługi Klienta,Główny Specjalista,Szybki przejazd sp. z o.o.,764-421-424,Gorzów Wielkopolski,Polska,Warszawska,48,105,66-400,52.73313485349412,15.252357161621724,Zachód,grp_ObsługaKlienta,grp_Koordynator,grp_SzybkiPrzejazd
131,Daniel,Głowacka,Głowacka Daniel,Daniel,Glowacka,Adrianna.Wojtunik,Daniel.Glowacka,Daniel.Glowacka@szybkiprzejazd.pl,80000023,Biuro Sprzedaży,Wydział Obsługi Klienta,Kierowca,Szybki przejazd sp. z o.o.,728-878-275,Gorzów Wielkopolski,Polska,Warszawska,48,106,66-400,52.73313485349412,15.252357161621724,Zachód,grp_ObsługaKlienta,,grp_SzybkiPrzejazd
132,Marek,Laskowska,Laskowska Marek,Marek,Laskowska,Adrianna.Wojtunik,Marek.Laskowska,Marek.Laskowska@szybkiprzejazd.pl,80000024,Biuro Sprzedaży,Wydział Obsługi Klienta,Radca Prawny,Szybki przejazd sp. z o.o.,791-756-320,Gorzów Wielkopolski,Polska,Warszawska,48,106,66-400,52.73313485349412,15.252357161621724,Zachód,grp_ObsługaKlienta,,grp_SzybkiPrzejazd
133,Mariusz,Włodarczyk,Włodarczyk Mariusz,Mariusz,Wlodarczyk,Adrianna.Wojtunik,Mariusz.Wlodarczyk,Mariusz.Wlodarczyk@szybkiprzejazd.pl,80000025,Biuro Sprzedaży,Wydział Promocji,Specjalista,Szybki przejazd sp. z o.o.,672-756-780,Gorzów Wielkopolski,Polska,Warszawska,48,106,66-400,52.73313485349412,15.252357161621724,Zachód,grp_Promocja,,grp_SzybkiPrzejazd
134,Maurycy,Czerwiński,Czerwiński Maurycy,Maurycy,Czerwinski,Adrianna.Wojtunik,Maurycy.Czerwinski,Maurycy.Czerwinski@szybkiprzejazd.pl,80000026,Biuro Sprzedaży,Wydział Promocji,Główny Specjalista,Szybki przejazd sp. z o.o.,613-540-640,Gorzów Wielkopolski,Polska,Warszawska,48,108,66-400,52.73313485349412,15.252357161621724,Zachód,grp_Promocja,grp_Koordynator,grp_SzybkiPrzejazd
135,Robert,Szymański,Szymański Robert,Robert,Szymanski,Adrianna.Wojtunik,Robert.Szymanski,Robert.Szymanski@szybkiprzejazd.pl,80000027,Biuro Sprzedaży,Wydział Promocji,Kierowca,Szybki przejazd sp. z o.o.,725-343-459,Gorzów Wielkopolski,Polska,Warszawska,48,108,66-400,52.73313485349412,15.252357161621724,Zachód,grp_Promocja,,grp_SzybkiPrzejazd
136,Marek,Kozłowski,Kozłowski Marek,Marek,Kozlowski,Adrianna.Wojtunik,Marek.Kozlowski,Marek.Kozlowski@szybkiprzejazd.pl,80000028,Biuro Sprzedaży,Wydział Promocji,Elektryk,Szybki przejazd sp. z o.o.,743-498-655,Gorzów Wielkopolski,Polska,Warszawska,48,108,66-400,52.73313485349412,15.252357161621724,Zachód,grp_Promocja,,grp_SzybkiPrzejazd
137,Jerzy,Kowalczyk,Kowalczyk Jerzy,Jerzy,Kowalczyk,Adrianna.Wojtunik,Jerzy.Kowalczyk,Jerzy.Kowalczyk@szybkiprzejazd.pl,80000029,Biuro Sprzedaży,Wydział Promocji,Starszy Specjalista,Szybki przejazd sp. z o.o.,723-269-466,Gorzów Wielkopolski,Polska,Warszawska,48,109,66-400,52.73313485349412,15.252357161621724,Zachód,grp_Promocja,,grp_SzybkiPrzejazd
138,Mieszko,Kucharski,Kucharski Mieszko,Mieszko,Kucharski,Adrianna.Wojtunik,Mieszko.Kucharski,Mieszko.Kucharski@szybkiprzejazd.pl,80000030,Biuro Sprzedaży,Wydział Rachunkowy,Mechanik,Szybki przejazd sp. z o.o.,723-426-234,Gorzów Wielkopolski,Polska,Warszawska,48,109,66-400,52.73313485349412,15.252357161621724,Zachód,grp_Rachunkowość,,grp_SzybkiPrzejazd
139,Marcel,Pawlak,Pawlak Marcel,Marcel,Pawlak,Adrianna.Wojtunik,Marcel.Pawlak,Marcel.Pawlak@szybkiprzejazd.pl,80000031,Biuro Sprzedaży,Wydział Rachunkowy,Główny Specjalista,Szybki przejazd sp. z o.o.,678-752-376,Gorzów Wielkopolski,Polska,Warszawska,48,109,66-400,52.73313485349412,15.252357161621724,Zachód,grp_Rachunkowość,grp_Koordynator,grp_SzybkiPrzejazd
140,Krzysztof,Sadowska,Sadowska Krzysztof,Krzysztof,Sadowska,Adrianna.Wojtunik,Krzysztof.Sadowska,Krzysztof.Sadowska@szybkiprzejazd.pl,80000032,Biuro Sprzedaży,Wydział Rachunkowy,Kierowca,Szybki przejazd sp. z o.o.,698-460-251,Gorzów Wielkopolski,Polska,Warszawska,48,112,66-400,52.73313485349412,15.252357161621724,Zachód,grp_Rachunkowość,,grp_SzybkiPrzejazd
141,Albert,Sikora,Sikora Albert,Albert,Sikora,Adrianna.Wojtunik,Albert.Sikora,Albert.Sikora@szybkiprzejazd.pl,80000033,Biuro Sprzedaży,Wydział Rachunkowy,Radca Prawny,Szybki przejazd sp. z o.o.,512-492-732,Gorzów Wielkopolski,Polska,Warszawska,48,112,66-400,52.73313485349412,15.252357161621724,Zachód,grp_Rachunkowość,,grp_SzybkiPrzejazd
142,Cezary,Wysocki,Wysocki Cezary,Cezary,Wysocki,Adrianna.Wojtunik,Cezary.Wysocki,Cezary.Wysocki@szybkiprzejazd.pl,80000034,Biuro Sprzedaży,Wydział Rachunkowy,Informatyk,Szybki przejazd sp. z o.o.,519-286-895,Gorzów Wielkopolski,Polska,Warszawska,48,112,66-400,52.73313485349412,15.252357161621724,Zachód,grp_Rachunkowość,grp_ServiceDesk,grp_SzybkiPrzejazd
143,Karol,Kalinowski,Kalinowski Karol,Karol,Kalinowski,Adrianna.Wojtunik,Karol.Kalinowski,Karol.Kalinowski@szybkiprzejazd.pl,80000035,Biuro Sprzedaży,Wydział Rachunkowy,Kierowca,Szybki przejazd sp. z o.o.,507-748-641,Gorzów Wielkopolski,Polska,Warszawska,48,112,66-400,52.73313485349412,15.252357161621724,Zachód,grp_Rachunkowość,,grp_SzybkiPrzejazd
